id,pid,gender,int_corr,samerace,age,field,field_cd,race,imprace,imprelig,income,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr,sinc,intel,fun,amb,shar,like,prob,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,match
214,204,1,0.50,1,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,9.00,7.00,8.00,8.00,6.00,6.00,8.00,6.00,26,2,19.61,15.69,17.65,15.69,17.65,13.73,5.00,6.00,7.00,8.00,7.00,6.00,7.00,6.00,1,0,0
214,205,1,0.32,1,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,10.00,9.00,8.00,8.00,6.00,6.00,8.00,6.00,23,2,15.38,17.31,19.23,19.23,11.54,17.31,5.00,6.00,7.00,6.00,7.00,5.00,6.00,6.00,1,0,0
214,206,1,0.00,0,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,7.00,8.00,8.00,5.00,7.00,5.00,7.00,7.00,31,1,14.58,16.67,20.83,18.75,16.67,12.50,5.00,7.00,7.00,6.00,9.00,1.00,4.00,4.00,0,0,0
214,207,1,0.32,1,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,10.00,8.00,8.00,8.00,8.00,6.00,9.00,6.00,23,2,17.31,13.46,17.31,19.23,19.23,13.46,4.00,6.00,6.00,4.00,4.00,4.00,4.00,8.00,1,0,0
214,208,1,0.36,0,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,8.00,9.00,8.00,7.00,8.00,6.00,7.00,7.00,25,1,11.54,13.46,19.23,19.23,19.23,17.31,5.00,8.00,8.00,8.00,8.00,7.00,6.00,5.00,1,0,0
214,209,1,0.13,0,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,7.00,8.00,8.00,7.00,8.00,6.00,7.00,6.00,28,1,13.04,21.74,17.39,17.39,15.22,15.22,6.00,5.00,5.00,6.00,5.00,5.00,,,0,0,0
214,210,1,0.41,1,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,9.00,8.00,8.00,8.00,8.00,7.00,10.00,8.00,29,2,20.00,15.56,20.00,15.56,11.11,17.78,7.00,10.00,4.00,5.00,,6.00,7.00,7.00,1,1,1
214,211,1,0.00,1,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,8.00,7.00,7.00,6.00,8.00,6.00,6.00,5.00,28,2,16.36,16.36,18.18,18.18,16.36,14.55,6.00,8.00,10.00,7.00,9.00,2.00,7.00,6.00,1,0,0
214,212,1,0.48,0,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,9.00,9.00,9.00,8.00,8.00,6.00,8.00,6.00,27,3,14.29,18.37,18.37,16.33,18.37,14.29,6.00,7.00,8.00,7.00,9.00,5.00,6.00,5.00,1,0,0
214,213,1,0.38,0,23,Computational Biochemsistry,10.00,2,6,8,"46,792.00",Research Scientist,2.00,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,,8.00,8.00,8.00,7.00,9.00,6.00,8.00,3.00,25,3,15.52,17.24,17.24,17.24,17.24,15.52,8.00,9.00,10.00,7.00,7.00,6.00,8.00,6.00,1,0,0
215,194,1,0.74,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,3.00,4.00,4.00,3.00,3.00,4.00,2.00,6.00,24,2,16.00,16.00,20.00,16.00,18.00,14.00,9.00,9.00,9.00,9.00,9.00,7.00,8.00,6.00,0,1,0
215,195,1,0.41,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,5.00,9.00,8.00,9.00,7.00,9.00,8.00,8.00,27,2,15.38,19.23,19.23,19.23,13.46,13.46,7.00,8.00,9.00,9.00,8.00,9.00,10.00,8.00,1,1,1
215,196,1,-0.38,1,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,5.00,8.00,5.00,3.00,3.00,3.00,3.00,3.00,25,4,17.65,17.65,17.65,15.69,15.69,15.69,5.00,6.00,7.00,6.00,7.00,5.00,6.00,5.00,0,1,0
215,197,1,0.32,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,7.00,9.00,9.00,6.00,7.00,4.00,7.00,6.00,24,6,14.00,18.00,20.00,18.00,16.00,14.00,8.00,8.00,8.00,8.00,8.00,1.00,4.00,6.00,1,0,0
215,198,1,-0.36,1,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,3.00,7.00,5.00,6.00,5.00,4.00,3.00,6.00,23,4,15.38,19.23,17.31,19.23,9.62,19.23,4.00,5.00,5.00,6.00,6.00,5.00,6.00,4.00,0,0,0
215,199,1,0.49,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,5.00,6.00,6.00,5.00,6.00,6.00,5.00,6.00,30,2,17.50,17.50,20.00,12.50,20.00,12.50,6.00,6.00,8.00,6.00,8.00,5.00,8.00,8.00,1,1,1
215,200,1,-0.08,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,8.00,7.00,7.00,8.00,6.00,6.00,7.00,8.00,25,2,13.21,18.87,18.87,16.98,16.98,15.09,6.00,8.00,8.00,8.00,8.00,,8.00,6.00,1,0,0
215,201,1,0.41,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,6.00,8.00,9.00,5.00,8.00,5.00,6.00,5.00,25,2,15.38,17.31,17.31,17.31,17.31,15.38,7.00,8.00,8.00,8.00,8.00,7.00,7.00,6.00,0,0,0
215,202,1,0.43,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,3.00,7.00,7.00,5.00,5.00,4.00,4.00,7.00,22,2,15.38,19.23,19.23,19.23,15.38,11.54,7.00,8.00,7.00,8.00,9.00,7.00,8.00,5.00,0,0,0
215,203,1,0.43,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,6.00,8.00,7.00,4.00,5.00,5.00,4.00,4.00,22,2,16.00,20.00,18.00,20.00,18.00,8.00,7.00,6.00,6.00,8.00,8.00,7.00,7.00,8.00,0,0,0
215,204,1,0.48,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,6.00,7.00,7.00,7.00,6.00,6.00,5.00,7.00,26,2,19.61,15.69,17.65,15.69,17.65,13.73,7.00,7.00,9.00,8.00,8.00,6.00,8.00,2.00,1,0,0
215,205,1,0.32,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,6.00,8.00,8.00,3.00,6.00,2.00,2.00,2.00,23,2,15.38,17.31,19.23,19.23,11.54,17.31,10.00,8.00,8.00,8.00,8.00,8.00,9.00,5.00,0,0,0
215,206,1,0.01,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,6.00,8.00,7.00,7.00,8.00,6.00,6.00,6.00,31,1,14.58,16.67,20.83,18.75,16.67,12.50,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,0,1,0
215,207,1,0.36,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,8.00,7.00,4.00,9.00,4.00,5.00,8.00,6.00,23,2,17.31,13.46,17.31,19.23,19.23,13.46,6.00,9.00,10.00,8.00,10.00,7.00,7.00,9.00,1,0,0
215,208,1,-0.11,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,7.00,7.00,5.00,7.00,7.00,5.00,7.00,1.00,25,1,11.54,13.46,19.23,19.23,19.23,17.31,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,1,1,1
215,209,1,-0.13,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,4.00,5.00,6.00,5.00,8.00,5.00,5.00,4.00,28,1,13.04,21.74,17.39,17.39,15.22,15.22,8.00,,8.00,,8.00,,,,0,0,0
215,210,1,-0.01,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,7.00,8.00,7.00,7.00,7.00,7.00,7.00,6.00,29,2,20.00,15.56,20.00,15.56,11.11,17.78,7.00,8.00,8.00,9.00,9.00,10.00,6.00,6.00,1,1,1
215,211,1,0.23,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,7.00,7.00,8.00,4.00,6.00,6.00,5.00,3.00,28,2,16.36,16.36,18.18,18.18,16.36,14.55,4.00,7.00,8.00,5.00,10.00,7.00,5.00,5.00,1,0,0
215,212,1,0.17,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,6.00,8.00,7.00,7.00,8.00,6.00,6.00,5.00,27,3,14.29,18.37,18.37,16.33,18.37,14.29,7.00,6.00,8.00,7.00,8.00,7.00,7.00,7.00,1,1,1
215,213,1,0.28,0,26,MBA,8.00,4,3,1,"53,501.00",Finance,7.00,8,6,9,9,6,4,2,7,6,9,5,2,9,2,7,9,2,7,,4.00,8.00,4.00,5.00,4.00,6.00,6.00,6.00,25,3,15.52,17.24,17.24,17.24,17.24,15.52,6.00,9.00,9.00,7.00,9.00,6.00,7.00,6.00,0,0,0
216,194,1,0.34,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,5.00,5.00,7.00,5.00,5.00,5.00,5.00,5.00,24,2,16.00,16.00,20.00,16.00,18.00,14.00,4.00,8.00,8.00,6.00,8.00,5.00,5.00,5.00,0,0,0
216,195,1,-0.03,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,7.00,7.00,9.00,8.00,8.00,4.00,7.00,4.00,27,2,15.38,19.23,19.23,19.23,13.46,13.46,5.00,8.00,7.00,6.00,8.00,6.00,6.00,7.00,1,0,0
216,196,1,0.30,0,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,7.00,6.00,9.00,7.00,7.00,6.00,6.00,5.00,25,4,17.65,17.65,17.65,15.69,15.69,15.69,2.00,3.00,5.00,5.00,,,7.00,7.00,0,0,0
216,197,1,0.66,0,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,6.00,8.00,8.00,6.00,6.00,3.00,6.00,5.00,24,6,14.00,18.00,20.00,18.00,16.00,14.00,7.00,6.00,7.00,7.00,7.00,4.00,4.00,5.00,0,0,0
216,198,1,-0.22,0,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,8.00,8.00,8.00,8.00,8.00,7.00,7.00,6.00,23,4,15.38,19.23,17.31,19.23,9.62,19.23,3.00,4.00,5.00,6.00,6.00,7.00,5.00,4.00,1,0,0
216,199,1,0.31,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,8.00,7.00,7.00,6.00,7.00,5.00,7.00,2.00,30,2,17.50,17.50,20.00,12.50,20.00,12.50,1.00,6.00,6.00,6.00,7.00,2.00,3.00,7.00,1,0,0
216,200,1,0.15,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,8.00,8.00,8.00,8.00,8.00,5.00,7.00,5.00,25,2,13.21,18.87,18.87,16.98,16.98,15.09,3.00,7.00,7.00,6.00,,,6.00,6.00,1,0,0
216,201,1,-0.33,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,9.00,9.00,9.00,9.00,9.00,9.00,8.00,6.00,25,2,15.38,17.31,17.31,17.31,17.31,15.38,3.00,8.00,8.00,7.00,,,6.00,6.00,1,0,0
216,202,1,0.05,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,9.00,9.00,9.00,9.00,9.00,9.00,8.00,7.00,22,2,15.38,19.23,19.23,19.23,15.38,11.54,5.00,8.00,7.00,8.00,9.00,7.00,6.00,6.00,1,0,0
216,203,1,0.22,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,9.00,9.00,9.00,9.00,9.00,9.00,8.00,7.00,22,2,16.00,20.00,18.00,20.00,18.00,8.00,2.00,5.00,6.00,5.00,7.00,4.00,1.00,7.00,1,0,0
216,204,1,-0.08,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,7.00,10.00,10.00,10.00,10.00,5.00,9.00,5.00,26,2,19.61,15.69,17.65,15.69,17.65,13.73,3.00,8.00,10.00,6.00,10.00,7.00,8.00,1.00,0,0,0
216,205,1,0.39,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,7.00,8.00,7.00,8.00,7.00,5.00,6.00,5.00,23,2,15.38,17.31,19.23,19.23,11.54,17.31,2.00,8.00,4.00,4.00,7.00,2.00,2.00,2.00,1,0,0
216,206,1,0.50,0,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,5.00,10.00,8.00,7.00,5.00,5.00,7.00,5.00,31,1,14.58,16.67,20.83,18.75,16.67,12.50,2.00,8.00,8.00,7.00,8.00,5.00,8.00,7.00,0,1,0
216,207,1,-0.40,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,10.00,10.00,10.00,10.00,8.00,8.00,8.00,7.00,23,2,17.31,13.46,17.31,19.23,19.23,13.46,3.00,8.00,8.00,9.00,4.00,5.00,6.00,9.00,1,0,0
216,208,1,0.05,0,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,8.00,9.00,9.00,9.00,9.00,9.00,7.00,6.00,25,1,11.54,13.46,19.23,19.23,19.23,17.31,5.00,5.00,10.00,5.00,5.00,5.00,10.00,5.00,1,0,0
216,209,1,0.09,0,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,6.00,9.00,9.00,8.00,7.00,6.00,6.00,5.00,28,1,13.04,21.74,17.39,17.39,15.22,15.22,5.00,6.00,7.00,8.00,,,,5.00,1,0,0
216,210,1,0.37,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,8.00,9.00,9.00,9.00,9.00,8.00,8.00,6.00,29,2,20.00,15.56,20.00,15.56,11.11,17.78,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1,0,0
216,211,1,0.42,1,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,9.00,8.00,9.00,9.00,9.00,9.00,7.00,6.00,28,2,16.36,16.36,18.18,18.18,16.36,14.55,4.00,9.00,10.00,7.00,10.00,6.00,6.00,7.00,1,0,0
216,212,1,0.11,0,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,9.00,8.00,9.00,9.00,9.00,9.00,7.00,6.00,27,3,14.29,18.37,18.37,16.33,18.37,14.29,6.00,7.00,8.00,7.00,8.00,7.00,6.00,6.00,1,0,0
216,213,1,0.27,0,27,MBA,8.00,2,7,1,"55,080.00",Consulting,7.00,2,1,2,7,7,5,3,5,1,13,6,6,7,6,5,2,1,6,,9.00,9.00,9.00,9.00,9.00,9.00,8.00,6.00,25,3,15.52,17.24,17.24,17.24,17.24,15.52,6.00,8.00,9.00,7.00,7.00,7.00,6.00,6.00,1,0,0
217,194,1,-0.43,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,3.00,9.00,9.00,4.00,7.00,6.00,6.00,7.00,24,2,16.00,16.00,20.00,16.00,18.00,14.00,8.00,8.00,10.00,7.00,10.00,9.00,6.00,5.00,0,1,0
217,195,1,0.01,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,6.00,5.00,9.00,4.00,6.00,5.00,7.00,8.00,27,2,15.38,19.23,19.23,19.23,13.46,13.46,9.00,6.00,10.00,7.00,9.00,6.00,6.00,7.00,1,1,1
217,196,1,0.52,0,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,4.00,7.00,8.00,5.00,4.00,6.00,7.00,6.00,25,4,17.65,17.65,17.65,15.69,15.69,15.69,6.00,8.00,7.00,6.00,7.00,9.00,8.00,8.00,0,1,0
217,197,1,0.35,0,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,7.00,7.00,9.00,7.00,7.00,7.00,7.00,8.00,24,6,14.00,18.00,20.00,18.00,16.00,14.00,8.00,9.00,9.00,7.00,9.00,4.00,7.00,5.00,1,1,1
217,198,1,0.13,0,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,3.00,7.00,6.00,3.00,5.00,3.00,4.00,7.00,23,4,15.38,19.23,17.31,19.23,9.62,19.23,6.00,5.00,7.00,5.00,5.00,6.00,4.00,3.00,0,0,0
217,199,1,0.18,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,9.00,6.00,7.00,5.00,6.00,7.00,8.00,8.00,30,2,17.50,17.50,20.00,12.50,20.00,12.50,9.00,9.00,9.00,8.00,9.00,8.00,6.00,6.00,1,1,1
217,200,1,0.65,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,7.00,7.00,7.00,5.00,7.00,5.00,7.00,7.00,25,2,13.21,18.87,18.87,16.98,16.98,15.09,8.00,10.00,10.00,8.00,10.00,,8.00,6.00,1,1,1
217,201,1,-0.43,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,5.00,7.00,6.00,5.00,4.00,5.00,6.00,9.00,25,2,15.38,17.31,17.31,17.31,17.31,15.38,7.00,8.00,10.00,,9.00,,6.00,5.00,0,1,0
217,202,1,0.08,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,5.00,7.00,9.00,6.00,8.00,7.00,6.00,7.00,22,2,15.38,19.23,19.23,19.23,15.38,11.54,9.00,8.00,9.00,8.00,10.00,7.00,8.00,6.00,1,1,1
217,203,1,0.06,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,6.00,8.00,9.00,6.00,9.00,8.00,7.00,6.00,22,2,16.00,20.00,18.00,20.00,18.00,8.00,10.00,7.00,9.00,10.00,10.00,7.00,10.00,9.00,1,0,0
217,204,1,-0.02,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,4.00,6.00,7.00,7.00,7.00,5.00,6.00,7.00,26,2,19.61,15.69,17.65,15.69,17.65,13.73,9.00,8.00,10.00,8.00,10.00,7.00,9.00,8.00,0,1,0
217,205,1,0.45,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,5.00,6.00,5.00,4.00,5.00,5.00,5.00,7.00,23,2,15.38,17.31,19.23,19.23,11.54,17.31,10.00,10.00,10.00,7.00,9.00,6.00,8.00,7.00,0,1,0
217,206,1,0.46,0,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,3.00,7.00,7.00,5.00,5.00,4.00,5.00,6.00,31,1,14.58,16.67,20.83,18.75,16.67,12.50,9.00,5.00,9.00,6.00,6.00,5.00,7.00,7.00,0,0,0
217,207,1,-0.38,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,9.00,7.00,6.00,8.00,6.00,5.00,9.00,8.00,23,2,17.31,13.46,17.31,19.23,19.23,13.46,7.00,8.00,10.00,7.00,9.00,7.00,7.00,7.00,1,0,0
217,208,1,0.48,0,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,7.00,8.00,8.00,9.00,8.00,7.00,8.00,8.00,25,1,11.54,13.46,19.23,19.23,19.23,17.31,6.00,8.00,8.00,8.00,8.00,8.00,7.00,5.00,1,1,1
217,209,1,0.29,0,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,4.00,7.00,7.00,5.00,5.00,5.00,5.00,6.00,28,1,13.04,21.74,17.39,17.39,15.22,15.22,6.00,6.00,9.00,,9.00,,,,0,0,0
217,210,1,0.69,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,4.00,7.00,7.00,6.00,5.00,6.00,5.00,7.00,29,2,20.00,15.56,20.00,15.56,11.11,17.78,9.00,,9.00,1.00,,,5.00,3.00,0,0,0
217,211,1,0.12,1,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,6.00,6.00,6.00,3.00,5.00,4.00,5.00,5.00,28,2,16.36,16.36,18.18,18.18,16.36,14.55,5.00,7.00,9.00,5.00,9.00,4.00,3.00,5.00,1,0,0
217,212,1,0.11,0,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,6.00,10.00,8.00,8.00,6.00,6.00,8.00,8.00,27,3,14.29,18.37,18.37,16.33,18.37,14.29,7.00,10.00,10.00,7.00,10.00,5.00,8.00,7.00,1,1,1
217,213,1,0.25,0,26,Neurobiology,10.00,2,8,1,"64,716.00",Academic Physician,2.00,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,3,,7.00,6.00,7.00,5.00,6.00,6.00,6.00,7.00,25,3,15.52,17.24,17.24,17.24,17.24,15.52,8.00,8.00,9.00,8.00,10.00,8.00,8.00,7.00,1,1,1
218,194,1,-0.29,1,24,Physics,10.00,2,9,5,,Researcher,2.00,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,,2.00,6.00,4.00,5.00,4.00,4.00,3.00,2.00,24,2,16.00,16.00,20.00,16.00,18.00,14.00,8.00,9.00,10.00,7.00,10.00,7.00,6.00,4.00,0,1,0
218,195,1,0.07,1,24,Physics,10.00,2,9,5,,Researcher,2.00,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,,6.00,7.00,7.00,5.00,6.00,6.00,6.00,5.00,27,2,15.38,19.23,19.23,19.23,13.46,13.46,6.00,10.00,10.00,5.00,9.00,6.00,7.00,6.00,1,0,0
218,196,1,0.14,0,24,Physics,10.00,2,9,5,,Researcher,2.00,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,,2.00,5.00,4.00,3.00,6.00,2.00,2.00,1.00,25,4,17.65,17.65,17.65,15.69,15.69,15.69,2.00,3.00,3.00,2.00,,,2.00,1.00,0,0,0
218,197,1,0.43,0,24,Physics,10.00,2,9,5,,Researcher,2.00,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,,3.00,3.00,4.00,4.00,4.00,3.00,2.00,1.00,24,6,14.00,18.00,20.00,18.00,16.00,14.00,7.00,8.00,7.00,6.00,8.00,3.00,4.00,5.00,0,0,0
218,198,1,0.15,0,24,Physics,10.00,2,9,5,,Researcher,2.00,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,,3.00,7.00,5.00,3.00,4.00,2.00,3.00,1.00,23,4,15.38,19.23,17.31,19.23,9.62,19.23,5.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,0,0,0
218,199,1,0.42,1,24,Physics,10.00,2,9,5,,Researcher,2.00,9,3,5,7,9,10,7,3,7,5,1,5,7,8,8,6,1,3,,4.00,4.00,6.00,6.00,6.00,5.00,5.00,5.00,30,2,17.50,17.50,20.00,12.50,20.00,12.50,4.00,9.00,9.00,4.00,9.00,4.00,6.00,8.00,0,1,0
